stock_code,product_description,stock_line_type,total_quantity,total_revenue,order_count,customer_count,average_selling_price,active_months,first_sale_date,last_sale_date,quantity_rank,revenue_rank
23409,PHOTO FRAME LINEN AND LACE LARGE,merchandise,208,771.72,41,39,3.71,4,2011-09-07,2011-12-05,3172,2566
85136A,YELLOW SHARK HELICOPTER,merchandise,97,771.15,67,64,7.95,20,2009-12-02,2011-12-06,3569,2567
35646,VINTAGE BEAD PINK EVENING BAG,merchandise,537,770.88,51,37,1.44,16,2009-12-02,2011-11-30,2441,2568
23324,RUSTIC STRAWBERRY JAMPOT LARGE,merchandise,381,770.4,39,38,2.02,4,2011-08-05,2011-11-27,2696,2569
22820,GIFT BAG BIRTHDAY,merchandise,1184,769.78,76,67,0.65,16,2010-09-15,2011-12-01,1715,2570
37327,ASSTD MULTICOLOUR CIRCLES MUG,merchandise,1541,769.73,52,42,0.5,17,2009-12-02,2011-11-10,1456,2571
84908A,PINK 5 PATCH FLOWER CUSHION COVER,merchandise,387,769.65,7,4,1.99,4,2010-02-07,2010-09-27,2687,2572
23106,ZINC PLANT POT HOLDER,merchandise,283,769.27,50,49,2.72,8,2011-05-13,2011-12-08,2946,2573
72750A,FLOWER FAIRY SET OF 3 LILY CANDLES,merchandise,383,766.85,16,13,2.0,5,2009-12-02,2010-04-23,2694,2574
16259,PIECE OF CAMO STATIONERY SET,merchandise,5473,766.09,55,46,0.14,20,2009-12-07,2011-11-13,477,2575
84659A,WHITE TRAVEL ALARM CLOCK,merchandise,311,765.66,71,55,2.46,20,2009-12-11,2011-11-21,2869,2576
85188A,GREEN METAL SWINGING BUNNY,merchandise,904,765.28,81,67,0.85,8,2010-01-11,2011-04-21,1992,2577
21444,BLUE CHALET BIRDFEEDER,merchandise,273,763.75,20,18,2.8,5,2009-12-02,2010-04-26,2971,2578
23458,DOLLY CABINET 3 DRAWERS,merchandise,51,762.45,30,30,14.95,3,2011-10-17,2011-12-08,3846,2579
21851,LILAC DIAMANTE PEN IN GIFT BOX,merchandise,388,761.42,46,34,1.96,18,2009-12-02,2011-11-17,2683,2580
23550,WRAP ALPHABET POSTER,merchandise,1850,761.0,63,60,0.41,6,2011-07-18,2011-12-09,1276,2581
22420,LIPSTICK PEN BABY PINK,merchandise,1818,758.87,149,111,0.42,20,2010-05-07,2011-12-08,1298,2582
72801G,S/4 BURGUNDY WINE DINNER CANDLES,merchandise,1308,758.52,52,43,0.58,17,2009-12-01,2011-11-15,1601,2583
23423,PANTRY 3 HOOK ROLLING PIN HANGER,merchandise,202,757.5,51,47,3.75,4,2011-09-08,2011-12-05,3192,2584
22408,TIN CAN CONFECTIONERY DESIGN,merchandise,638,756.35,76,72,1.19,20,2010-03-26,2011-12-06,2310,2585
21298,EDWARDIAN 2 DRAWER WALL CABINET,merchandise,52,755.8,14,14,14.53,3,2009-12-14,2010-03-03,3835,2586
84908B,BLUE 5 PATCH FLOWER CUSHION COVER,merchandise,385,755.75,5,2,1.96,2,2010-03-02,2010-06-22,2691,2587
23519,EMBROIDERED RIBBON REEL CLAIRE,merchandise,219,755.01,19,18,3.45,3,2011-09-25,2011-11-22,3137,2588
21335,LIBRARY LAMP,merchandise,36,754.2,22,17,20.95,6,2009-12-01,2010-05-18,3963,2589
23487,SWEET HEART CAKE CARRIER,merchandise,78,754.0,42,41,9.67,3,2011-10-14,2011-12-08,3681,2590
20775,DAISY NOTEBOOK,merchandise,3510,751.5,53,43,0.21,20,2009-12-06,2011-11-30,738,2591
23017,APOTHECARY MEASURING JAR,merchandise,64,751.4,21,20,11.74,6,2011-06-26,2011-11-21,3766,2592
17165B,ASS COL LARGE SAND GECKO P'WEIGHT,merchandise,809,750.63,56,43,0.93,11,2009-12-01,2010-10-10,2103,2593
72755C,FLOWER FAIRY OIL BURNER SET ROSE,merchandise,588,750.0,13,12,1.28,4,2009-12-22,2010-03-26,2361,2594
82613D,METAL SIGN CUPCAKE SINGLE HOOK,merchandise,852,749.6,126,98,0.88,25,2009-12-01,2011-12-06,2055,2595
22058,CERAMIC LOVE HEARTS DESIGN MUG,merchandise,503,749.47,92,71,1.49,12,2009-12-04,2010-11-21,2487,2596
84922,PINK BUTTERFLY WASHBAG,merchandise,335,748.75,10,9,2.24,10,2009-12-03,2011-12-02,2800,2597
71279,PINK GLASS CANDLEHOLDER,merchandise,257,748.55,52,34,2.91,22,2009-12-01,2011-11-07,3010,2598
17012C,ORIGAMI LAVENDER INCENSE/CANDL SET,merchandise,777,747.25,56,47,0.96,20,2010-02-05,2011-12-08,2139,2599
20989,URBAN CHIC CHOPSTICKS SET/5,merchandise,397,744.15,48,29,1.87,4,2009-12-01,2010-03-17,2669,2600
23413,VINTAGE COFFEE GRINDER BOX,merchandise,156,743.4,43,34,4.77,4,2011-09-07,2011-12-08,3336,2601
21185,HOME SWEET HOME  BLACKBOARD,merchandise,120,741.36,36,34,6.18,6,2009-12-03,2010-07-05,3445,2602
21641,ASSORTED TUTTI FRUTTI KEYRING BALL,merchandise,1541,741.13,48,43,0.48,20,2009-12-15,2011-09-16,1457,2603
21503,TOYBOX  WRAP,merchandise,1801,740.42,64,57,0.41,20,2009-12-16,2011-11-30,1303,2604
22289,HANGING METAL CHICKEN DECORATION,merchandise,723,738.75,49,45,1.02,15,2010-01-10,2011-11-22,2200,2605
85127,SMALL SQUARE CUT GLASS CANDLESTICK,merchandise,149,737.55,37,30,4.95,18,2009-12-16,2011-11-24,3351,2606
21300,ANTIQUE EDWARDIAN DRESSER,merchandise,52,737.4,11,11,14.18,3,2009-12-05,2010-03-05,3836,2607
84625D,WHITE NEWBAROQUE CANDLESTICK CANDLE,merchandise,639,734.25,46,36,1.15,12,2009-12-03,2010-11-17,2307,2608
21456,2 PICTURE BOOK EGGS EASTER CHICKS,merchandise,718,732.5,51,42,1.02,10,2009-12-04,2011-12-07,2210,2609
21458,2 PICTURE BOOK EGGS EASTER BUNNY,merchandise,718,732.5,57,51,1.02,10,2009-12-04,2011-11-09,2211,2610
85230F,JASMINE VOTIVE CANDLE,merchandise,2968,732.08,61,48,0.25,19,2009-12-02,2011-11-10,854,2611
ADJUST2,Adjustment by Peter on Jun 25 2010,merchandise,3,731.05,3,3,243.68,1,2010-06-25,2010-06-25,4509,2612
22230,JIGSAW TREE WITH WATERING CAN,merchandise,1366,731.02,123,96,0.54,25,2009-12-04,2011-12-04,1553,2613
47503F,ASS FLORAL PRINT TORCH,merchandise,2567,729.95,11,10,0.28,3,2009-12-02,2010-03-09,967,2614
21554,CERAMIC BIRDHOUSE RED ROOF LARGE,merchandise,163,729.85,19,17,4.48,2,2009-12-01,2010-01-21,3312,2615
84707A,SILVER JEWELLED MIRROR TRINKET TRAY,merchandise,95,729.29,40,36,7.68,19,2009-12-07,2011-12-08,3584,2616
21320,GLASS CHALICE GREEN  LARGE,merchandise,358,726.66,36,31,2.03,14,2009-12-04,2011-04-07,2742,2617
85180B,PINK HEARTS LIGHT CHAIN,merchandise,279,726.63,32,29,2.6,17,2009-12-03,2011-12-06,2959,2618
85187,S/12 MINI RABBIT EASTER,merchandise,452,726.6,88,75,1.61,14,2010-01-21,2011-11-27,2555,2619
90147,CHUNKY SILVER NECKLACE PASTEL FLOWE,merchandise,73,726.35,38,24,9.95,17,2009-12-02,2011-11-27,3709,2620
84596L,BISCUITS SMALL BOWL LIGHT BLUE,merchandise,1265,724.69,130,78,0.57,20,2009-12-01,2011-09-18,1642,2621
22486,PLASMATRONIC LAMP,merchandise,87,724.39,25,22,8.33,12,2010-03-08,2011-12-06,3622,2622
21719,LOVELY BONBON STICKER SHEET,merchandise,854,724.34,92,69,0.85,22,2009-12-04,2011-11-28,2054,2623
84849A,HELLO SAILOR BLUE SOAP HOLDER,merchandise,443,722.75,68,52,1.63,22,2009-12-08,2011-11-24,2581,2624
21376,LARGE  TALL CAMPHOR WOOD TOADSTOOL,merchandise,172,722.6,38,35,4.2,20,2009-12-06,2011-12-04,3279,2625
23335,EGG FRYING PAN IVORY,merchandise,358,722.56,81,62,2.02,7,2011-06-13,2011-12-08,2743,2626
84821,DANISH ROSE DELUXE COASTER,merchandise,1306,722.5,67,50,0.55,22,2010-03-09,2011-12-08,1603,2627
85121C,RETRO LAUNDRY TUB PISTACHIO,merchandise,85,722.5,42,39,8.5,10,2009-12-17,2010-11-17,3634,2628
20936,FORKED CACTUS CANDLE,merchandise,315,722.03,55,42,2.29,19,2009-12-06,2011-12-09,2859,2629
20941,FROG CANDLE,merchandise,928,719.62,69,54,0.78,20,2009-12-01,2011-07-06,1966,2630
85214,TUB 24 PINK FLOWER PEGS,merchandise,436,719.4,135,94,1.65,21,2009-12-06,2011-08-10,2591,2631
90200E,GREEN SWEETHEART BRACELET,merchandise,172,719.0,53,36,4.18,21,2009-12-01,2011-12-07,3280,2632
20769,DAISY JOURNAL,merchandise,407,718.67,61,48,1.77,20,2009-12-07,2011-12-06,2651,2633
84600,NEW BAROQUE JEWELLERY BOX,merchandise,94,717.3,39,31,7.63,17,2009-12-02,2011-12-08,3591,2634
35965,FOLKART HEART NAPKIN RINGS,merchandise,376,716.32,82,62,1.91,22,2009-12-02,2011-09-06,2705,2635
37423,WHITE WITH BLACK CATS PLATE,merchandise,6091,716.23,25,17,0.12,11,2009-12-03,2011-03-18,420,2636
84631,FRUIT TREE AND BIRDS WALL PLAQUE,merchandise,253,715.35,24,19,2.83,13,2009-12-16,2011-06-27,3025,2637
21374,MIRRORED WALL ART SKULLS,merchandise,458,715.0,61,57,1.56,20,2009-12-20,2011-12-01,2546,2638
84638,SMALL KITCHEN FLOWER POTS PLAQUE,merchandise,356,714.2,31,27,2.01,17,2010-02-12,2011-10-20,2751,2639
20850,ZINC HEART LATTICE PLANTER BOWL,merchandise,820,713.8,23,19,0.87,8,2010-01-06,2010-11-11,2090,2640
72131,COLUMBIAN CANDLE RECTANGLE,merchandise,759,713.73,55,42,0.94,18,2009-12-10,2011-11-25,2165,2641
21427,SKULLS STORAGE BOX SMALL,merchandise,450,713.4,73,55,1.59,20,2009-12-03,2011-12-06,2563,2642
20892,SET/3 TALL GLASS CANDLE HOLDER PINK,merchandise,87,712.45,23,21,8.19,13,2009-12-01,2010-12-08,3623,2643
16015,MEDIUM CHINESE STYLE SCISSOR,merchandise,1573,711.88,65,40,0.45,21,2009-12-03,2011-11-17,1441,2644
85208,SET/12 FUNKY FELT FLOWER PEG IN BAG,merchandise,357,710.34,59,56,1.99,20,2009-12-01,2011-11-29,2749,2645
21208,PASTEL COLOUR HONEYCOMB FAN,merchandise,981,709.89,75,65,0.72,22,2009-12-16,2011-12-09,1895,2646
23006,TRAVEL CARD WALLET FLOWER MEADOW,merchandise,1693,709.62,130,88,0.42,11,2011-02-16,2011-12-06,1366,2647
21129,SILVER FISHING GNOME,merchandise,105,709.3,42,24,6.76,17,2010-01-26,2011-11-29,3522,2648
21723,ALPHABET HEARTS STICKER SHEET,merchandise,833,708.05,93,66,0.85,23,2009-12-03,2011-12-05,2072,2649
85130C,BEADED CRYSTAL HEART BLUE  LARGE,merchandise,650,707.86,61,51,1.09,19,2010-01-05,2011-12-07,2293,2650
21344,MOROCCAN BEATEN METAL DISH,merchandise,164,707.8,24,21,4.32,13,2009-12-01,2011-12-08,3307,2651
23123,COCKTAIL SWORDS 50 PIECES,merchandise,899,705.25,68,64,0.78,7,2011-06-17,2011-12-08,1998,2652
21417,COCKLE SHELL DISH,merchandise,425,704.98,58,41,1.66,21,2009-12-01,2011-12-09,2617,2653
21654,RIDGED GLASS FINGER BOWL,merchandise,1135,704.91,62,53,0.62,19,2009-12-03,2011-09-18,1752,2654
23564,EGG CUP MILKMAID INGRID,merchandise,587,703.51,42,39,1.2,3,2011-10-13,2011-12-06,2363,2655
10134,COLOURING PENCILS BROWN TUBE,merchandise,612,702.3,48,44,1.15,12,2009-12-03,2010-11-12,2338,2656
23325,RUSTIC STRAWBERRY JAMPOT SMALL,merchandise,444,701.4,30,27,1.58,4,2011-08-11,2011-11-27,2577,2657
21850,BLUE  DIAMANTE PEN IN GIFT BOX,merchandise,326,700.5,43,29,2.15,18,2009-12-14,2011-12-06,2820,2658
84509C,SET OF 4 POLKADOT PLACEMATS,merchandise,202,699.9,54,45,3.46,20,2009-12-04,2011-11-25,3193,2659
37461,FUNKY MONKEY MUG,merchandise,711,699.15,66,35,0.98,13,2009-12-01,2010-12-05,2221,2660
20776,ABSTRACT CIRCLES NOTEBOOK,merchandise,3187,698.55,53,50,0.22,10,2009-12-01,2010-09-17,807,2661
23187,FRENCH STYLE STORAGE JAR BONBONS,merchandise,2338,695.06,74,66,0.3,7,2011-03-08,2011-11-03,1034,2662
20652,BLUE SPOTTY LUGGAGE TAG,merchandise,1217,694.51,89,73,0.57,24,2009-12-04,2011-12-08,1681,2663
22104,MIRROR MOSAIC CANDLE PLATE,merchandise,1026,694.26,41,31,0.68,16,2009-12-08,2011-11-29,1851,2664
72755D,FLOWER FAIRY OIL BURNER SET SUMMER,merchandise,533,693.25,13,12,1.3,4,2009-12-04,2010-03-26,2447,2665
85093,CANDY SPOT EGG WARMER HARE,merchandise,1044,692.74,59,57,0.66,15,2009-12-14,2011-11-03,1826,2666
21133,PAINTED BIRD ASSORTED CHRISTMAS,merchandise,409,691.21,41,38,1.69,9,2009-12-01,2010-09-13,2649,2667
21942,SKULLS DESIGN FLANNEL,merchandise,1322,691.2,64,41,0.52,23,2009-12-03,2011-12-05,1587,2668
23183,MOTHER'S KITCHEN SPOON REST,merchandise,178,690.71,58,45,3.88,9,2011-03-03,2011-11-24,3266,2669
23222,CHRISTMAS TREE HANGING GOLD,merchandise,776,690.64,64,49,0.89,6,2011-06-23,2011-12-08,2141,2670
79342B,BROWN FLOWER LIGHTS,merchandise,109,688.95,24,22,6.32,5,2009-12-01,2010-04-06,3503,2671
85071C,"CHARLIE+LOLA""EXTREMELY BUSY"" SIGN",merchandise,1203,685.12,98,85,0.57,21,2009-12-06,2011-12-09,1694,2672
82607A,GLASS BONBON JAR PARFUME AUX FLEURE,merchandise,568,684.73,88,65,1.21,11,2009-12-03,2010-10-12,2389,2673
84715,SET OF 6 ICE CREAM SKITTLES,merchandise,232,684.4,39,35,2.95,13,2010-02-09,2011-04-13,3100,2674
23114,VINTAGE LEAF CHOPPING BOARD,merchandise,144,684.0,41,40,4.75,4,2011-09-30,2011-12-07,3365,2675
23115,RED APPLES CHOPPING BOARD,merchandise,144,684.0,38,38,4.75,4,2011-09-30,2011-12-07,3366,2676
17165D,ASS COL LARGE SAND FROG P'WEIGHT,merchandise,716,682.32,89,62,0.95,14,2009-12-01,2011-01-12,2215,2677
21443,OLIVE CHALET BIRDFEEDER,merchandise,251,681.25,20,18,2.71,4,2009-12-04,2010-03-30,3028,2678
20803,SMALL PINK GLASS SUNDAE DISH,merchandise,1091,680.91,61,50,0.62,18,2009-12-07,2011-05-01,1784,2679
21674,RIDGED GLASS PENDANT LAMPSHADE,merchandise,43,680.85,9,8,15.83,4,2009-12-07,2010-03-10,3924,2680
84971L,LARGE HEART FLOWERS HOOK,merchandise,568,680.36,43,37,1.2,5,2009-12-01,2010-04-07,2390,2681
84925D,LA PALMIERA WALL THERMOMETER,merchandise,453,680.0,26,24,1.5,14,2009-12-07,2011-06-23,2553,2682
85023B,EAU DE NILE JEWELLED PHOTOFRAME,merchandise,292,679.8,37,32,2.33,18,2009-12-03,2011-12-05,2920,2683
21480,PINK STRIPE HOT WATER BOTTLE,merchandise,245,679.55,38,35,2.77,1,2009-12-01,2009-12-16,3057,2684
35954,SMALL FOLKART STAR CHRISTMAS DEC,merchandise,2112,679.35,66,58,0.32,11,2009-12-01,2011-11-09,1147,2685
23562,SET OF 6 RIBBONS PERFECTLY PRETTY,merchandise,243,678.27,37,37,2.79,2,2011-11-27,2011-12-09,3065,2686
21255,"FRENCH BOTTLE , LAVENDER",merchandise,422,677.1,55,46,1.6,5,2009-12-02,2010-04-18,2623,2687
72800A,S/4 BLACK DINNER CANDLE SILVER FLOC,merchandise,661,676.71,34,19,1.02,6,2009-12-02,2010-05-16,2277,2688
84842,HELLO SAILOR BATHROOM SET,merchandise,1495,675.05,26,22,0.45,13,2010-01-14,2011-11-27,1483,2689
47310M,"SMALL POP BOX,FUNKY MONKEY",merchandise,574,674.58,81,37,1.18,24,2009-12-17,2011-12-06,2383,2690
21222,SET/4 BADGES BEETLES,merchandise,530,672.18,84,70,1.27,23,2009-12-07,2011-12-09,2453,2691
84689,S/2 BEACH HUT TREASURE CHESTS,merchandise,305,671.65,34,29,2.2,13,2009-12-18,2011-05-04,2887,2692
35951,FOLKART BAUBLE CHRISTMAS DECORATION,merchandise,1339,671.51,40,35,0.5,12,2009-12-01,2010-11-25,1577,2693
72799C,PINK PILLAR CANDLE SILVER FLOCK,merchandise,452,670.28,39,32,1.48,16,2009-12-01,2011-12-07,2556,2694
21265,PINK GOOSE FEATHER TREE 60CM,merchandise,315,670.25,28,26,2.13,13,2009-12-06,2011-12-07,2860,2695
23223,CHRISTMAS TREE HANGING SILVER,merchandise,745,670.11,67,51,0.9,6,2011-06-23,2011-12-08,2180,2696
23025,DRAWER KNOB VINTAGE GLASS BALL,merchandise,317,669.61,46,40,2.11,7,2011-06-27,2011-12-02,2852,2697
85213,MINI  ZINC GARDEN DECORATIONS,merchandise,1270,669.58,49,48,0.53,17,2009-12-13,2011-07-31,1640,2698
22036,DINOSAUR BIRTHDAY CARD,merchandise,1618,668.76,110,77,0.41,9,2009-12-01,2010-08-12,1411,2699
84615,PINK ROUND BUTTERFLY MIRROR,merchandise,235,667.83,18,13,2.84,5,2009-12-08,2010-04-12,3089,2700
72753A,S/3 FLWR FAIRY LILLY CANDLES,merchandise,312,666.9,11,10,2.14,2,2009-12-01,2010-01-27,2866,2701
20661,BLUE SPOTTY PURSE,merchandise,788,665.12,42,37,0.84,15,2009-12-07,2011-10-31,2126,2702
84029C,BROWN FURRY HOT WATER BOTTLE,merchandise,191,665.05,38,27,3.48,2,2009-12-01,2010-01-05,3226,2703
23568,EGG CUP HENRIETTA HEN CREAM,merchandise,580,664.52,28,24,1.15,3,2011-10-16,2011-12-05,2377,2704
37492D,PURPLE GREEN FLOWER PIGGY BANK,merchandise,359,664.35,24,18,1.85,5,2009-12-04,2010-04-26,2740,2705
21457,2 PICTURE BOOK EGGS EASTER DUCKS,merchandise,663,663.75,48,45,1.0,10,2009-12-04,2011-11-09,2273,2706
22638,SET OF 4 NAPKIN CHARMS CROWNS,merchandise,366,663.07,59,56,1.81,16,2010-07-23,2011-12-08,2725,2707
21478,SILVER SKULL HOT WATER BOTTLE,merchandise,179,662.61,76,57,3.7,10,2010-01-19,2010-10-31,3262,2708
20894,HANGING BAUBLE T-LIGHT HOLDER LARGE,merchandise,231,662.25,60,47,2.87,17,2009-12-01,2011-11-17,3104,2709
23024,LARGE BONNE JAM JAR  T-LIGHT HOLDER,merchandise,254,662.06,10,8,2.61,6,2011-06-22,2011-11-14,3017,2710
23597,PAPER BUNTING PAISLEY PARK,merchandise,246,661.7,28,28,2.69,2,2011-11-10,2011-12-08,3053,2711
85231E,STRAWBERRY SCENTED SET/9 T-LIGHTS,merchandise,815,661.55,93,77,0.81,7,2009-12-01,2010-06-13,2097,2712
23547,WRAP FLOWER SHOP,merchandise,1575,661.5,62,57,0.42,6,2011-07-20,2011-12-06,1439,2713
17109C,FLOWER FAIRY INCENSE ROSE,merchandise,3124,661.23,15,13,0.21,4,2009-12-02,2010-03-03,817,2714
84620,BLUE GINGHAM ROSE CUSHION COVER,merchandise,111,660.45,46,41,5.95,13,2009-12-02,2010-12-15,3492,2715
35095B,RED VICTORIAN FABRIC OVAL BOX,merchandise,1824,659.87,92,73,0.36,25,2009-12-01,2011-12-06,1292,2716
21764,VINTAGE WOODEN PLATE RACK,merchandise,17,659.15,11,11,38.77,4,2009-12-08,2010-03-12,4220,2717
16169K,WRAP FOLK ART,merchandise,2075,658.75,59,56,0.32,13,2009-12-04,2011-09-28,1169,2718
23454,THREE MINI HANGING FRAMES,merchandise,161,658.55,46,41,4.09,3,2011-10-21,2011-12-08,3319,2719
23140,TRIPLE WIRE HOOK IVORY HEART,merchandise,160,658.54,35,29,4.12,8,2011-04-19,2011-11-13,3323,2720
23042,PAPER LANTERN 7 POINT SNOW STAR,merchandise,99,658.35,25,25,6.65,9,2011-04-28,2011-12-01,3556,2721
21220,SET/4 BADGES DOGS,merchandise,516,658.31,82,65,1.28,24,2009-12-07,2011-12-09,2475,2722
20783,HEART EAR MUFF HEADPHONES,merchandise,130,658.26,34,20,5.06,8,2009-12-02,2010-08-16,3413,2723
84976,RECTANGULAR SHAPED MIRROR,merchandise,652,656.9,42,40,1.01,17,2009-12-16,2011-12-08,2291,2724
84686,BEACH HUT MIRROR,merchandise,344,654.54,37,33,1.9,13,2009-12-11,2011-07-10,2778,2725
84952C,MIRROR LOVE BIRD T-LIGHT HOLDER,merchandise,381,654.15,24,18,1.72,12,2009-12-02,2011-10-11,2697,2726
21308,LOUVRE VANITY MIRROR,merchandise,129,653.85,3,3,5.07,2,2009-12-06,2010-01-12,3416,2727
84595E,LARGE TORTILLA DESIGN RED BOWL,merchandise,350,653.1,27,22,1.87,15,2009-12-03,2011-07-31,2766,2728
20862,PINK PATCH PENCIL CASE BLUE HEART,merchandise,316,652.53,28,21,2.06,6,2009-12-06,2010-06-30,2856,2729
35647,VINTAGE BEAD PINK SHADE,merchandise,525,652.5,43,19,1.24,12,2010-02-02,2011-03-11,2462,2730
23522,WALL ART DOG AND BALL,merchandise,341,652.17,21,20,1.91,3,2011-10-03,2011-12-08,2783,2731
23482,PEARLISED IVORY HEART LARGE,merchandise,415,651.15,36,32,1.57,3,2011-10-14,2011-12-06,2637,2732
84534B,FAIRY CAKE NOTEBOOK A5 SIZE,merchandise,766,651.1,107,69,0.85,14,2009-12-01,2011-01-20,2152,2733
21084,SET/6 COLLAGE PAPER CUPS,merchandise,2486,650.4,136,113,0.26,23,2009-12-06,2011-12-07,984,2734
20998,ROSE DU SUD OVEN GLOVE,merchandise,221,649.15,58,52,2.94,20,2009-12-02,2011-10-14,3128,2735
22248,DECORATION  PINK CHICK MAGIC GARDEN,merchandise,773,648.73,85,77,0.84,18,2009-12-13,2011-11-16,2144,2736
23521,WALL ART CAT AND BIRD,merchandise,388,648.62,22,21,1.67,3,2011-10-03,2011-12-06,2684,2737
21758,VINTAGE SHELLS PRINT,merchandise,101,647.45,45,34,6.41,18,2009-12-10,2011-11-16,3541,2738
85019C,CURIOUS  IMAGES NOTEBOOK SET,merchandise,424,647.0,23,18,1.53,14,2009-12-04,2011-06-09,2619,2739
85028S,FRENCH CHATEAU SMALL FRUITBOWL,merchandise,429,646.65,32,29,1.51,10,2009-12-01,2011-04-08,2608,2740
23408,PHOTO FRAME LINEN AND LACE SMALL,merchandise,310,644.8,59,53,2.08,4,2011-09-07,2011-12-07,2872,2742
21350,GINGHAM HEART WREATH,merchandise,224,644.8,41,39,2.88,6,2009-12-02,2010-11-05,3125,2741
22033,BOTANICAL ROSE GREETING CARD,merchandise,1552,644.64,107,80,0.42,19,2009-12-03,2011-07-21,1451,2743
23120,PACK OF 6 SMALL FRUIT STRAWS,merchandise,1617,644.58,79,69,0.4,7,2011-06-17,2011-12-06,1413,2744
22229,BUNNY WOODEN PAINTED WITH FLOWER,merchandise,860,644.52,114,101,0.75,20,2009-12-04,2011-12-05,2045,2745
84709B,PINK OVAL JEWELLED MIRROR,merchandise,113,641.15,41,32,5.67,17,2009-12-01,2011-06-26,3482,2746
16169M,WRAP DAISY CARPET,merchandise,2060,640.95,59,56,0.31,21,2009-12-03,2011-12-02,1179,2747
21319,GLASS CHALICE GREEN  SMALL,merchandise,474,640.26,48,44,1.35,17,2009-12-07,2011-04-10,2523,2748
85163B,BLACK BAROQUE WALL CLOCK,merchandise,68,639.6,37,26,9.41,20,2010-01-07,2011-11-23,3745,2749
84766,SILVER ROCOCO CANDLE STICK,merchandise,200,638.0,27,24,3.19,13,2010-01-14,2011-11-03,3198,2750
16169N,WRAP BLUE RUSSIAN FOLKART,merchandise,2050,636.75,56,52,0.31,12,2009-12-01,2010-12-06,1186,2751
22034,ROBIN CHRISTMAS CARD,merchandise,1536,636.48,83,71,0.41,7,2009-12-01,2010-12-05,1462,2752
22344,PARTY PIZZA DISH PINK+WHITE SPOT,merchandise,1356,636.24,84,65,0.47,22,2009-12-02,2011-12-08,1560,2753
22640,SET OF 4 NAPKIN CHARMS 3 KEYS,merchandise,300,634.92,69,58,2.12,18,2010-06-24,2011-12-06,2898,2754
85031A,ROMANTIC IMAGES SCRAP BOOK SET,merchandise,386,634.2,38,36,1.64,15,2009-12-02,2011-04-13,2690,2755
23456,MEDIUM PARLOUR PICTURE FRAME,merchandise,158,634.1,36,33,4.01,3,2011-10-16,2011-12-04,3330,2756
17164B,ASS COL SMALL SAND GECKO P'WEIGHT,merchandise,1586,634.08,80,64,0.4,14,2009-12-01,2011-01-26,1431,2757
20897,VINTAGE NOTEBOOK PARIS DAYS,merchandise,304,631.6,37,29,2.08,19,2009-12-01,2011-08-05,2891,2758
84869,CANDY BUTTON PHOTO ALBUM,merchandise,295,631.25,21,18,2.14,5,2009-12-09,2010-04-23,2909,2759
40018E,TEA TIME PAPER LANTERNS,merchandise,334,630.5,48,37,1.89,7,2009-12-01,2010-07-25,2802,2760
84964A,PINK PAINTED KASHMIRI TABLE,merchandise,11,630.0,2,2,57.27,2,2010-02-22,2010-11-02,4331,2761
23551,PACK OF 12 PAISLEY PARK TISSUES,merchandise,1614,629.46,95,88,0.39,4,2011-09-01,2011-12-08,1416,2762
23019,SMALL APOTHECARY MEASURING JAR,merchandise,81,629.05,28,26,7.77,7,2011-06-21,2011-12-08,3663,2763
84033,FLAG OF ST GEORGE,merchandise,381,628.65,44,41,1.65,12,2010-01-15,2011-09-14,2698,2764
72023F,RED ORGANIC CANDLE IN GLASS,merchandise,613,627.05,38,34,1.02,6,2009-12-01,2010-08-08,2336,2765
17129F,DEEP BLUE GLASS GEMS IN BAG,merchandise,940,626.5,41,19,0.67,19,2009-12-09,2011-11-10,1947,2766
71101E,STANDING FAIRY POLE SUPPORT,merchandise,777,626.13,47,34,0.81,20,2009-12-13,2011-11-21,2140,2767
85218,S/5 MINI ICE CREAM FRIDGE MAGNETS,merchandise,1992,625.2,2,2,0.31,2,2010-01-14,2010-02-15,1210,2768
37482P,CUBIC MUG PINK POLKADOT,merchandise,637,624.27,61,50,0.98,16,2009-12-03,2011-04-13,2311,2769
85170C,SET/6 EAU DE NIL BIRD T-LIGHTS,merchandise,432,624.23,48,40,1.44,23,2009-12-02,2011-11-29,2604,2770
21197,MULTICOLOUR  CONFETTI IN TUBE,merchandise,425,623.01,31,29,1.47,15,2010-03-03,2011-12-02,2618,2771
85028L,FRENCH CHATEAU LARGE FRUIT BOWL,merchandise,269,621.75,25,22,2.31,9,2009-12-01,2011-04-08,2980,2772
85230E,STRAWBRY SCENTED VOTIVE CANDLE,merchandise,2421,621.45,65,44,0.26,22,2009-12-08,2011-09-11,1009,2773
23224,CHERUB HEART DECORATION GOLD,merchandise,719,620.45,59,44,0.86,7,2011-06-02,2011-12-08,2208,2774
20898,VINTAGE NOTEBOOK TRAVELOGUE,merchandise,307,620.05,37,35,2.02,16,2009-12-08,2011-10-23,2881,2775
90175A,WHITE GLASS CHUNKY CHARM BRACELET,merchandise,70,620.05,28,20,8.86,15,2009-12-01,2011-06-05,3730,2776
22056,CERAMIC PLATE LOVE HEART DESIGN,merchandise,596,619.84,25,23,1.04,8,2009-12-08,2010-07-27,2356,2777
84708B,PINK JEWELLED PHOTO FRAME,merchandise,126,618.1,45,36,4.91,20,2009-12-02,2011-12-07,3426,2778
